_ID,COUNTRYCODE,VIN,WARNING_WARNINGLIGHTTYPE_CODE,WARNING_WARNINGLIGHTTYPE_DESCRIPTION,WARNING_WARNINGLIGHTTYPE_SYMBOL,WARNING_WARNINGLIGHTTYPE_PRIORITY,WARNING_TIMESTAMP,WARNING_MILEAGE_VALUE,WARNING_MILEAGE_UNIT,PRIORITY
VF4009294338-01-173,it,1c08b156ed0e8ad65,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 15:10:17.000,16435,KM,Minor
VF4009283691-02-034,it,fd56f30f183aea35d,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 13:26:15.000,29066,KM,Minor
VF4009307175-01-035,it,fe2e2a3397f12a202,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 17:46:16.000,15050,KM,Major
VF4009300639-01-035,gb,a39426afc6c9f5a19,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 16:17:53.000,10031,MI,Major
VF4009276179-01-034,de,140ab8d3645ebc727,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 12:10:33.000,14248,KM,Minor
VF4009233682-01-033,fr,be41f3b04a7a668c0,11,Check Engine,ENGW,2,2024-08-02 02:17:27.000,17114,KM,Major
VF4009233682-01-099,fr,0ec9dbc1eb27edd0c,13,Vehicle Stability Control System,VSCW,2,2024-08-02 02:17:27.000,17114,KM,Major
VF4009233682-01-101,fr,b63ba1037d8ee05db,73,Secondary Crash Brake System,MCMW,2,2024-08-02 02:17:27.000,17114,KM,Major
VF4009233682-01-134,fr,2039dd774b91049c2,103,Pre-Collision System,MET_PCSW,2,2024-08-02 02:17:27.000,17114,KM,Major
VF4008611217-01-037,it,88b0900a9cfdbf53b,19,Low Engine Oil Pressure,OPW,1,2024-08-02 11:33:40.000,10045,KM,Critical
VF4009244099-01-099,it,5ff58d4072629a980,13,Vehicle Stability Control System,VSCW,2,2024-08-02 06:42:07.000,7793,KM,Major
VF4009314007-01-034,it,1c08b156ed0e8ad65,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 20:26:52.000,14048,KM,Minor
VF4003993753-04-112,fr,9bf4a8ab5df6f15b4,38,Tire low pressure warning,TILW,4,2024-08-02 09:04:12.000,1,KM,Information
VF4009315198-01-112,it,53408a38a82ece0ac,38,Tire low pressure warning,TILW,4,2024-08-02 21:17:09.000,3330,KM,Information
VF4009305785-01-112,gb,3d08c38acfa4f6bfe,38,Tire low pressure warning,TILW,4,2024-08-02 17:24:23.000,2125,MI,Information
VF4009309125-01-112,it,6c7c120f1828d83f7,38,Tire low pressure warning,TILW,4,2024-08-02 18:18:44.000,5974,KM,Information
VF4009235315-01-112,it,a91c394a5fe0ab096,38,Tire low pressure warning,TILW,4,2024-08-02 04:14:43.000,2089,KM,Information
VF4009235929-01-112,it,97d3bb87f2607e391,38,Tire low pressure warning,TILW,4,2024-08-02 04:33:28.000,2101,KM,Information
VF4009277020-01-112,it,9982fd6aedc8f4ad5,38,Tire low pressure warning,TILW,4,2024-08-02 12:18:55.000,2111,KM,Information
VF4009280500-02-112,it,a67f5eaad6e3c87f3,38,Tire low pressure warning,TILW,4,2024-08-02 18:07:36.000,2133,KM,Information
VF4009267721-01-112,nl,194e7f94ddc0079ce,38,Tire low pressure warning,TILW,4,2024-08-02 10:43:16.000,6617,KM,Information
VF4009239643-01-112,it,e2137c7a00e58d275,38,Tire low pressure warning,TILW,4,2024-08-02 05:43:34.000,4513,KM,Information
VF4009316882-01-112,pl,97d8b62c311ae055c,38,Tire low pressure warning,TILW,4,2024-08-02 23:05:35.000,2721,KM,Information
VF4009281733-01-173,fr,e25cc4c366a1db923,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:07:14.000,3848,KM,Minor
VF4009281938-01-173,fr,2e378ae1abd63536a,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:08:58.000,3848,KM,Minor
VF4009282572-01-173,fr,0760b4c3540b7100c,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:15:06.000,3848,KM,Minor
VF4009282572-03-173,fr,9fe952e0af4f22fa3,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:15:50.000,3848,KM,Minor
VF4009282856-01-173,fr,3445bf8fa4f4abe9f,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:17:53.000,3848,KM,Minor
VF4009282949-01-173,fr,78ef853b83b6f2abb,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:18:55.000,3848,KM,Minor
VF4009283715-01-173,fr,25366fa0c7979cf45,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:26:06.000,3848,KM,Minor
VF4009284320-01-173,fr,3445bf8fa4f4abe9f,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:32:10.000,3848,KM,Minor
VF4009284714-01-173,fr,c394628c963b4467a,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:35:58.000,3848,KM,Minor
VF4009284714-03-173,fr,c6ee5b1c351ad685d,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:36:46.000,3848,KM,Minor
VF4009284943-01-173,fr,50f336aea49ad0d15,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:38:01.000,3848,KM,Minor
VF4009285243-01-173,fr,f0fb0a74ff323ca72,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:40:58.000,3848,KM,Minor
VF4009285337-01-173,fr,997d0efbaa65964c8,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:41:56.000,3848,KM,Minor
VF4009285441-01-173,fr,38017f1b438204e38,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:43:01.000,3848,KM,Minor
VF4009285441-03-173,fr,0ec9dbc1eb27edd0c,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:43:41.000,3848,KM,Minor
VF4009261116-01-173,fr,05e519d4ac8e938a7,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:39:34.000,2428,KM,Minor
VF4009293841-01-112,fr,61c86d8aca107fa70,38,Tire low pressure warning,TILW,4,2024-08-02 15:05:30.000,2449,KM,Information
VF4009258345-01-173,fr,71095a99b07a8c762,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:13:28.000,1060,KM,Minor
VF4009258654-01-173,fr,3dca7245de344bb5a,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:16:22.000,1060,KM,Minor
VF4009259687-01-173,fr,e2137c7a00e58d275,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:26:00.000,1060,KM,Minor
VF4009259803-01-173,fr,3ec6da1611fd381c2,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:27:15.000,1060,KM,Minor
VF4009259803-03-173,fr,61c86d8aca107fa70,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:27:45.000,1060,KM,Minor
VF4009259803-05-173,fr,c3070d66bc3427754,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:28:18.000,1060,KM,Minor
VF4009260111-01-173,fr,d4945af0179efd6ef,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:30:10.000,1060,KM,Minor
VF4009260111-03-173,fr,4d14df2bfa5d9e9e8,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:30:39.000,1060,KM,Minor
VF4009260111-05-173,fr,49cf9437be7e344da,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:31:11.000,1060,KM,Minor
VF4009260459-01-173,fr,e25cd9019ed3c6d72,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:33:17.000,1060,KM,Minor
VF4009260459-03-173,fr,a91c394a5fe0ab096,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:33:49.000,1060,KM,Minor
VF4009260459-05-173,fr,f8963314460f4a182,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:34:17.000,1060,KM,Minor
VF4009260956-01-173,fr,b2386fafff892f2b2,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:37:49.000,1060,KM,Minor
VF4009261095-01-173,fr,3ec6da1611fd381c2,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:39:12.000,1060,KM,Minor
VF4009261171-01-173,fr,6c7c120f1828d83f7,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:40:07.000,1060,KM,Minor
VF4009261452-01-173,fr,d9550c8e8e4dd8eba,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:42:42.000,1060,KM,Minor
VF4009261582-01-173,fr,997d0efbaa65964c8,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:43:39.000,1060,KM,Minor
VF4009261661-01-173,fr,50f336aea49ad0d15,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:44:49.000,1060,KM,Minor
VF4009261774-01-173,fr,8eb3a1e33ed5050d3,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:45:48.000,1060,KM,Minor
VF4009261774-03-173,fr,15dbf9bca3fff9b89,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:46:15.000,1060,KM,Minor
VF4009261774-05-173,fr,140ab8d3645ebc727,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:46:43.000,1060,KM,Minor
VF4009261939-01-173,fr,d55e1fb68d84e3e52,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:47:35.000,1060,KM,Minor
VF4009261939-03-173,fr,0e7d9886591cb9dfb,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:48:08.000,1060,KM,Minor
VF4009262113-01-173,fr,25366fa0c7979cf45,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:49:17.000,1060,KM,Minor
VF4009262230-01-173,fr,d414f6213dba67e4e,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:50:22.000,1060,KM,Minor
VF4009262305-01-173,fr,c3070d66bc3427754,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:51:10.000,1060,KM,Minor
VF4009262421-01-173,fr,5856257ef3272247d,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:52:44.000,1060,KM,Minor
VF4009262690-01-173,fr,e3f67149a5f424e2c,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:55:02.000,1060,KM,Minor
VF4009263070-01-173,fr,9aa9ce1616401c24d,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:58:47.000,1060,KM,Minor
VF4009315961-01-099,fr,cdcdf5b2c49bcaa13,13,Vehicle Stability Control System,VSCW,2,2024-08-02 21:55:58.000,1610,KM,Major
VF4009277614-01-099,,97d8b62c311ae055c,13,Vehicle Stability Control System,VSCW,2,2024-08-02 12:24:51.000,1,KM,Major
VF4009277614-01-101,,8d7caa350a35c4f0f,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:24:51.000,1,KM,Major
VF4009277614-02-112,,c7a1df5df66b2b03c,38,Tire low pressure warning,TILW,4,2024-08-02 12:30:44.000,1,KM,Information
VF4009278466-01-112,,7d8abae8b18591ada,38,Tire low pressure warning,TILW,4,2024-08-02 12:33:52.000,2,KM,Information
VF4009270625-01-002,be,005d114ff55c36c0f,23,SRS Airbag System,FSRS,2,2024-08-02 11:12:42.000,454,KM,Major
VF4009270625-01-134,be,997d0efbaa65964c8,103,Pre-Collision System,MET_PCSW,2,2024-08-02 11:12:42.000,454,KM,Major
VF4009270625-01-138,be,0e7d9886591cb9dfb,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 11:12:42.000,454,KM,Major
VF4009263075-01-034,es,e13bcde175e7464ff,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 09:58:46.000,14058,KM,Minor
VF4009262366-01-034,dk,d5b7afde09350fe34,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 09:51:43.000,45115,KM,Minor
VF4009297613-01-034,be,dde289b49079aad2d,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 15:44:07.000,21325,KM,Minor
VF4009244312-01-034,it,1af6be0c25a5b3e71,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 06:44:51.000,28648,KM,Minor
VF4009307871-01-035,it,140ab8d3645ebc727,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 17:57:13.000,28777,KM,Major
VF4009303852-01-004,fr,f8963314460f4a182,47,High Engine Coolant Temperature,WTPW,1,2024-08-02 16:57:00.000,3241,KM,Critical
VF4009304237-01-004,fr,165f2bfa692aace49,47,High Engine Coolant Temperature,WTPW,1,2024-08-02 17:02:07.000,3241,KM,Critical
VF4009242512-01-034,fr,adf46ab369a553cb6,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 06:21:52.000,29630,KM,Minor
VF4009239655-01-035,gb,d13092c457fbbad5a,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 05:43:52.000,20233,MI,Major
VF4009292740-01-034,gb,c394628c963b4467a,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 14:54:39.000,9518,MI,Minor
VF4009278270-01-002,hu,85bc19ddc6d0a0f5a,23,SRS Airbag System,FSRS,2,2024-08-02 12:31:54.000,13026,KM,Major
VF4009278270-01-101,hu,946d3554547e141ab,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:31:54.000,13026,KM,Major
VF4009278270-01-134,hu,fd67c0c15a79bbec2,103,Pre-Collision System,MET_PCSW,2,2024-08-02 12:31:54.000,13026,KM,Major
VF4009278270-01-138,hu,7d8abae8b18591ada,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 12:31:54.000,13026,KM,Major
VF4009171587-02-006,gb,15fdb37eb5e8e3812,46,Automatic High Beam System,SMBW,2,2024-08-02 15:33:04.000,4374,MI,Major
VF4009171587-02-138,gb,7ee49ac6b4ebf241e,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 15:33:04.000,4374,MI,Major
VF4009171587-02-173,gb,b4eedf7386ddff283,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 15:33:04.000,4374,MI,Minor
VF4009287205-01-033,fr,159cce53f3931edaa,11,Check Engine,ENGW,2,2024-08-02 14:00:09.000,5411,KM,Major
VF4009287205-01-099,fr,e3f67149a5f424e2c,13,Vehicle Stability Control System,VSCW,2,2024-08-02 14:00:09.000,5411,KM,Major
VF4009287205-01-101,fr,e2137c7a00e58d275,73,Secondary Crash Brake System,MCMW,2,2024-08-02 14:00:09.000,5411,KM,Major
VF4009287205-01-134,fr,639d617de4ddf7562,103,Pre-Collision System,MET_PCSW,2,2024-08-02 14:00:09.000,5411,KM,Major
VF4009238191-01-035,dk,d414f6213dba67e4e,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 05:20:38.000,15023,KM,Major
VF4009273220-01-098,be,50f336aea49ad0d15,12,Anti-Lock Brake System,ABSW,2,2024-08-02 11:39:30.000,13868,KM,Major
VF4009273220-01-099,be,eb0a9c56d5a83022b,13,Vehicle Stability Control System,VSCW,2,2024-08-02 11:39:30.000,13868,KM,Major
VF4009273220-01-101,be,ed6f38fc735f1c836,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:39:30.000,13868,KM,Major
VF4009273220-01-134,be,7b12387fbb0db2386,103,Pre-Collision System,MET_PCSW,2,2024-08-02 11:39:30.000,13868,KM,Major
VF4009315180-01-112,,88b0900a9cfdbf53b,38,Tire low pressure warning,TILW,4,2024-08-02 21:16:39.000,1461,KM,Information
VF4009285579-01-112,fr,6c7c120f1828d83f7,38,Tire low pressure warning,TILW,4,2024-08-02 13:44:11.000,4823,KM,Information
VF4009286012-01-112,fr,6e6ae8407a23e31ec,38,Tire low pressure warning,TILW,4,2024-08-02 13:48:20.000,916,KM,Information
VF4009274471-01-173,it,5d2be59f5d9ba52ef,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 11:52:32.000,4277,KM,Minor
VF4009299046-02-173,it,3445bf8fa4f4abe9f,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 16:00:06.000,4286,KM,Minor
VF4009266410-01-112,it,9fe952e0af4f22fa3,38,Tire low pressure warning,TILW,4,2024-08-02 10:30:40.000,5367,KM,Information
VF4005638724-03-112,,140ab8d3645ebc727,38,Tire low pressure warning,TILW,4,2024-08-02 08:28:26.000,1,KM,Information
VF4009243843-01-112,fr,b38e17ca20e8188b3,38,Tire low pressure warning,TILW,4,2024-08-02 06:39:01.000,1354,KM,Information
VF4009261729-01-112,dk,dde289b49079aad2d,38,Tire low pressure warning,TILW,4,2024-08-02 09:45:37.000,702,KM,Information
VF4009311280-01-173,pl,d25592ca9a95e57e2,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 19:05:32.000,2275,KM,Minor
VF4009311336-01-173,pl,97d3bb87f2607e391,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 19:06:38.000,2275,KM,Minor
VF4009296174-01-112,it,d55e1fb68d84e3e52,38,Tire low pressure warning,TILW,4,2024-08-02 15:28:59.000,1550,KM,Information
VF4009292049-01-173,dk,f0fb0a74ff323ca72,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 14:47:49.000,2305,KM,Minor
VF4009314865-01-112,,c3070d66bc3427754,38,Tire low pressure warning,TILW,4,2024-08-02 21:03:34.000,63,KM,Information
VF4009237078-02-035,de,9fe952e0af4f22fa3,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 05:00:19.000,17464,KM,Major
VF4009294226-01-034,dk,e3f67149a5f424e2c,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 15:09:16.000,59704,KM,Minor
VF4009296373-01-002,pl,3ec6da1611fd381c2,23,SRS Airbag System,FSRS,2,2024-08-02 15:31:06.000,5241,KM,Major
VF4009296373-01-134,pl,4c3e4535173fe1587,103,Pre-Collision System,MET_PCSW,2,2024-08-02 15:31:06.000,5241,KM,Major
VF4009296373-01-135,pl,7b12387fbb0db2386,42,Intuitive Parking Assist System,CSOW,2,2024-08-02 15:31:06.000,5241,KM,Major
VF4009296373-01-138,pl,b63ba1037d8ee05db,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 15:31:06.000,5241,KM,Major
VF4009308530-01-035,pl,d9550c8e8e4dd8eba,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 18:08:17.000,46081,KM,Major
VF4009243089-01-034,gb,32579f20253685539,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 06:29:11.000,19264,MI,Minor
VF4009263445-01-035,fr,fa0374c5ad08e6626,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 10:02:13.000,15278,KM,Major
VF4009276713-02-034,gb,9fe952e0af4f22fa3,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 12:15:53.000,20117,MI,Minor
VF4009260280-01-034,gb,f8963314460f4a182,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 09:31:31.000,20563,MI,Minor
VF4009287361-01-034,it,64bc865fb27b7bf96,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 14:01:46.000,13974,KM,Minor
VF4009271106-01-002,gb,dd7f66ceaad355395,23,SRS Airbag System,FSRS,2,2024-08-02 11:17:37.000,1416,MI,Major
VF4009271106-01-101,gb,61c86d8aca107fa70,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:17:37.000,1416,MI,Major
VF4009258818-01-112,nl,d083aa5b218b88d79,38,Tire low pressure warning,TILW,4,2024-08-02 09:17:41.000,9441,KM,Information
VF4009274048-01-112,de,aa7efdcd29de964e8,38,Tire low pressure warning,TILW,4,2024-08-02 11:48:02.000,403,KM,Information
VF4009265922-01-173,de,04bbf9b500dffa8e3,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 10:26:00.000,7755,KM,Minor
VF4009288870-01-173,it,6a2bc0a64eb4d3efb,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 14:16:29.000,2012,KM,Minor
VF4009300227-01-173,it,d25592ca9a95e57e2,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 16:13:06.000,2014,KM,Minor
VF4009238685-01-112,fr,37c34a3b125b4f756,38,Tire low pressure warning,TILW,4,2024-08-02 05:29:06.000,9127,KM,Information
VF4009239621-01-112,fr,1af6be0c25a5b3e71,38,Tire low pressure warning,TILW,4,2024-08-02 05:43:29.000,9132,KM,Information
VF4009263551-01-112,fr,97d8b62c311ae055c,38,Tire low pressure warning,TILW,4,2024-08-02 10:03:10.000,9144,KM,Information
VF4009264909-01-112,fr,9aa9ce1616401c24d,38,Tire low pressure warning,TILW,4,2024-08-02 10:16:16.000,9148,KM,Information
VF4009268133-01-112,fr,6aae7c2bf0c656d7e,38,Tire low pressure warning,TILW,4,2024-08-02 10:47:44.000,9148,KM,Information
VF4009268773-01-112,fr,c172a6953302d0c1b,38,Tire low pressure warning,TILW,4,2024-08-02 10:54:16.000,9150,KM,Information
VF4009271356-01-112,fr,c3070d66bc3427754,38,Tire low pressure warning,TILW,4,2024-08-02 11:20:00.000,9156,KM,Information
VF4009273946-01-112,fr,7b12387fbb0db2386,38,Tire low pressure warning,TILW,4,2024-08-02 11:47:09.000,9156,KM,Information
VF4009287887-01-112,fr,5856257ef3272247d,38,Tire low pressure warning,TILW,4,2024-08-02 14:06:55.000,9158,KM,Information
VF4009290415-01-112,fr,7c59f08b78192f98a,38,Tire low pressure warning,TILW,4,2024-08-02 14:31:24.000,9166,KM,Information
VF4009294642-01-112,fr,d083aa5b218b88d79,38,Tire low pressure warning,TILW,4,2024-08-02 15:13:23.000,9177,KM,Information
VF4009307426-01-112,fr,194e7f94ddc0079ce,38,Tire low pressure warning,TILW,4,2024-08-02 17:50:03.000,9180,KM,Information
VF4009307665-01-112,fr,7ad873dd444ec8cd1,38,Tire low pressure warning,TILW,4,2024-08-02 17:54:03.000,9180,KM,Information
VF4009317115-01-112,fr,b34bff266953ac2cd,38,Tire low pressure warning,TILW,4,2024-08-02 23:26:37.000,9187,KM,Information
VF4009250121-01-112,it,d89fe33748043ca4e,38,Tire low pressure warning,TILW,4,2024-08-02 07:50:44.000,5505,KM,Information
VF4009264364-01-173,cz,6e6ae8407a23e31ec,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 10:10:57.000,4996,KM,Minor
VF4009257856-01-002,fr,0ec9dbc1eb27edd0c,23,SRS Airbag System,FSRS,2,2024-08-02 09:08:59.000,2231,KM,Major
VF4009257856-01-134,fr,b63ba1037d8ee05db,103,Pre-Collision System,MET_PCSW,2,2024-08-02 09:08:59.000,2231,KM,Major
VF4009257856-01-138,fr,38017f1b438204e38,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 09:08:59.000,2231,KM,Major
VF4009272568-01-173,it,7da67fbfe7b49694f,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 11:32:29.000,1659,KM,Minor
VF4009272568-03-173,it,64bc865fb27b7bf96,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 11:32:56.000,1659,KM,Minor
VF4009272946-01-173,it,eb0a9c56d5a83022b,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 11:34:47.000,1659,KM,Minor
VF4009272946-03-173,it,fd56f30f183aea35d,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 11:35:17.000,1659,KM,Minor
VF4009272986-01-173,it,e2137c7a00e58d275,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 11:36:24.000,1659,KM,Minor
VF4009262014-02-173,gb,24355faaa829ad95d,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:48:30.000,783,MI,Minor
VF4009316252-01-112,pl,6c7c120f1828d83f7,38,Tire low pressure warning,TILW,4,2024-08-02 22:13:28.000,4742,KM,Information
VF4009279440-01-112,gb,6757761a2cc66cb8a,38,Tire low pressure warning,TILW,4,2024-08-02 12:43:53.000,2184,MI,Information
VF4009248363-01-034,de,997d0efbaa65964c8,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 07:31:14.000,28635,KM,Minor
VF4009306781-01-099,es,a40b6d953aa28beb6,13,Vehicle Stability Control System,VSCW,2,2024-08-02 17:40:09.000,10756,KM,Major
VF4009248671-02-035,gb,5ff58d4072629a980,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 07:35:14.000,20445,MI,Major
VF4009251010-01-034,it,b4eedf7386ddff283,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 08:00:10.000,28088,KM,Minor
VF4008953897-31-134,be,5ff58d4072629a980,103,Pre-Collision System,MET_PCSW,2,2024-08-02 11:47:36.000,17207,KM,Major
VF4008953897-33-101,be,991533b2f2c87e553,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:48:24.000,17207,KM,Major
VF4008953897-35-101,be,d5b7afde09350fe34,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:49:11.000,17207,KM,Major
VF4008953897-37-101,be,97d3bb87f2607e391,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:49:58.000,17207,KM,Major
VF4008953897-39-101,be,574a18946a8db42cb,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:50:46.000,17207,KM,Major
VF4008953897-41-101,be,f0fb0a74ff323ca72,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:51:32.000,17207,KM,Major
VF4008953897-43-101,be,9bf4a8ab5df6f15b4,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:52:20.000,17207,KM,Major
VF4008953897-45-101,be,fe2e2a3397f12a202,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:53:06.000,17207,KM,Major
VF4008953897-47-101,be,24355faaa829ad95d,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:53:54.000,17207,KM,Major
VF4008953897-49-101,be,13f86f605909c85d9,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:54:41.000,17207,KM,Major
VF4008953897-51-101,be,c3f525e33afb4ab65,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:55:27.000,17207,KM,Major
VF4008953897-53-101,be,be41f3b04a7a668c0,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:56:15.000,17207,KM,Major
VF4008953897-55-101,be,85bc19ddc6d0a0f5a,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:57:01.000,17207,KM,Major
VF4008953897-57-101,be,b34bff266953ac2cd,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:57:49.000,17207,KM,Major
VF4008953897-59-101,be,50f336aea49ad0d15,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:58:36.000,17207,KM,Major
VF4008953897-61-101,be,140ab8d3645ebc727,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:59:24.000,17207,KM,Major
VF4008953897-63-101,be,9fe952e0af4f22fa3,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:00:10.000,17207,KM,Major
VF4008953897-65-101,be,61c86d8aca107fa70,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:00:57.000,17207,KM,Major
VF4008953897-67-101,be,32579f20253685539,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:01:45.000,17207,KM,Major
VF4008953897-69-101,be,24355faaa829ad95d,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:02:32.000,17207,KM,Major
VF4008953897-71-101,be,3ee162940211653ee,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:03:20.000,17207,KM,Major
VF4008953897-73-101,be,2e378ae1abd63536a,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:04:08.000,17207,KM,Major
VF4008953897-75-101,be,6a2bc0a64eb4d3efb,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:04:55.000,17207,KM,Major
